Country,Goal,Window,Model Type,Model,params,Error (MSE),Error (R2),Prediction Year,Prediction,Actual Value,Prediction Error
Afghanistan,goal1,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b3bf9df30>,"Intercept   -2776.05
year            1.39
dtype: float64",16.307313738892713,0.82808554793336,2021,37.60000000000127,20.0,17.600000000001273
Afghanistan,goal2,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b3bf9ddb0>,"Intercept   -1015.56
year            0.52
dtype: float64",7.169583048530523,0.6075907220351607,2021,42.18571428571511,38.0,4.1857142857151075
Afghanistan,goal3,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b3bf9e830>,"Intercept   -1971.51
year            0.99
dtype: float64",1.5227158806106742,0.9634218159925552,2021,38.990476190477466,35.0,3.990476190477466
Afghanistan,goal4,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b3bfe2770>,"Intercept   -4305.54
year            2.15
dtype: float64",118.31970836181362,0.612464590080745,2021,35.67619047619064,35.0,0.6761904761906408
Afghanistan,goal5,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b3bfe0760>,"Intercept   -484.71
year           0.25
dtype: float64",2.3912736386420526,0.5156760498384878,2021,21.852380952380997,29.0,-7.147619047619003
Afghanistan,goal6,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b3bfe04f0>,"Intercept   -3590.38
year            1.80
dtype: float64",5.797493734335662,0.9577142439309753,2021,47.41904761904789,50.0,-2.5809523809521124
Afghanistan,goal7,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b3bfe37c0>,"Intercept   -1441.42
year            0.73
dtype: float64",30.356071998177388,0.41560973042204097,2021,33.647619047620765,37.0,-3.352380952379235
Afghanistan,goal8,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b3bff5cc0>,"Intercept   -203.42
year           0.12
dtype: float64",0.49589883800410217,0.5543611793611785,2021,45.928571428571416,45.0,0.9285714285714164
Afghanistan,goal9,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b3bff4e50>,"Intercept   -689.93
year           0.35
dtype: float64",0.8615402141717959,0.8497576287349009,2021,10.861904761904725,11.0,-0.1380952380952749
Afghanistan,goal11,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b3bff5a20>,"Intercept   -208.96
year           0.12
dtype: float64",1.052927773980403,0.35957594235033397,2021,35.1380952380957,34.0,1.1380952380957012
Afghanistan,goal12,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b3bff7c40>,"Intercept   207.39
year         -0.06
dtype: float64",0.3247436773752555,0.28015151515151704,2021,94.52857142857124,95.0,-0.4714285714287598
Afghanistan,goal13,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b952d0>,"Intercept   80.35
year         0.01
dtype: float64",0.5730918204602394,0.005810276679845572,2021,98.7190476190473,99.0,-0.2809523809526979
Afghanistan,goal15,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b96350>,"Intercept   -1194.08
year            0.62
dtype: float64",14.873091820460187,0.5142933674608271,2021,65.76190476190322,78.0,-12.238095238096776
Afghanistan,goal16,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b961d0>,"Intercept   -582.26
year           0.31
dtype: float64",1.7370699475962723,0.6938644394474768,2021,47.66666666666595,45.0,2.6666666666659467
Afghanistan,goal17,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b96860>,"Intercept   -388.92
year           0.21
dtype: float64",4.875666438824333,0.27138917262512763,2021,38.8999999999989,43.0,-4.100000000001103
Albania,goal1,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b40ae6ce0>,"Intercept   -709.52
year           0.40
dtype: float64",3.896741854636554,0.6246257846451027,2021,98.87619047618989,98.0,0.8761904761898904
Albania,goal2,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42ba9960>,"Intercept   -1262.61
year            0.65
dtype: float64",9.89264069264079,0.6351974458074238,2021,54.98095238095152,58.0,-3.0190476190484787
Albania,goal3,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42baab60>,"Intercept   -955.24
year           0.51
dtype: float64",0.5042606516290826,0.9550692273336302,2021,84.13333333333321,82.0,2.133333333333212
Albania,goal4,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42baa920>,"Intercept   -938.91
year           0.51
dtype: float64",2.453064479380288,0.8129971862298939,2021,97.8333333333328,92.0,5.833333333332803
Albania,goal5,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42bbea70>,"Intercept   -1921.29
year            0.98
dtype: float64",2.3311232627021616,0.9432647199086152,2021,55.09047619047692,55.0,0.09047619047692024
Albania,goal6,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42bbfb80>,"Intercept   -456.05
year           0.26
dtype: float64",0.2659603554340425,0.9137250554323716,2021,76.75714285714497,76.0,0.7571428571449701
Albania,goal7,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42bbfbb0>,"Intercept   -1341.72
year            0.71
dtype: float64",3.4912736386421757,0.8528087297318017,2021,86.10476190476334,89.0,-2.895238095236664
Albania,goal8,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42bbf0d0>,"Intercept   -64.11
year          0.06
dtype: float64",1.3813624971519716,0.10233935445661779,2021,61.87619047619074,63.0,-1.123809523809257
Albania,goal9,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42bdd2a0>,"Intercept   -2490.60
year            1.25
dtype: float64",4.197881066301907,0.9381296341070309,2021,42.214285714285325,44.0,-1.7857142857146755
Albania,goal10,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42bdf670>,"Intercept   -114.29
year           0.10
dtype: float64",26.767669172932315,0.01491422246817975,2021,87.81428571428597,92.0,-4.1857142857140275
Albania,goal11,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42bde080>,"Intercept   -546.19
year           0.31
dtype: float64",0.37794486215537876,0.913729977116707,2021,88.98095238095141,89.0,-0.019047619048592423
Albania,goal12,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42bde710>,"Intercept   287.22
year         -0.10
dtype: float64",0.4155160628844825,0.506574675324677,2021,79.8714285714297,79.0,0.8714285714297034
Albania,goal13,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42bf1660>,"Intercept   215.35
year         -0.06
dtype: float64",1.155798587377532,0.11991672449687907,2021,89.36190476190482,90.0,-0.6380952380951754
Albania,goal14,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42bf3b20>,"Intercept   -1391.63
year            0.71
dtype: float64",2.621485532011848,0.8871171241881365,2021,49.31904761904866,50.0,-0.6809523809513394
Albania,goal15,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42bf2560>,"Intercept   -1838.93
year            0.95
dtype: float64",5.375074048758261,0.8726300899480612,2021,87.58095238095325,83.0,4.580952380953249
Albania,goal16,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c0a770>,"Intercept   657.81
year         -0.29
dtype: float64",1.4862611073137355,0.7014007140895364,2021,64.62857142857047,65.0,-0.3714285714295329
Albania,goal17,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c08730>,"Intercept   -312.66
year           0.19
dtype: float64",2.572613351560721,0.3552306989492916,2021,65.29523809523852,68.0,-2.704761904761483
Algeria,goal1,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c0aec0>,"Intercept   -1730.05
year            0.91
dtype: float64",6.80355434039654,0.8303575689402437,2021,101.97142857143194,97.0,4.971428571431943
Algeria,goal2,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c0b7f0>,"Intercept   -1049.84
year            0.55
dtype: float64",4.556049213943924,0.7304472662568764,2021,65.64285714285643,64.0,1.6428571428564283
Algeria,goal3,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c29d20>,"Intercept   -915.43
year           0.49
dtype: float64",2.0664616085668817,0.8261243817338284,2021,79.31904761904855,77.0,2.319047619048547
Algeria,goal4,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c28f40>,"Intercept   -88.82
year          0.08
dtype: float64",18.688653451811327,0.015217547903761175,2021,81.78571428571298,70.0,11.785714285712984
Algeria,goal5,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c28b50>,"Intercept   -2377.79
year            1.20
dtype: float64",16.29145591250787,0.7824971254403186,2021,52.65714285714421,46.0,6.657142857144208
Algeria,goal6,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c2bca0>,"Intercept   173.18
year         -0.06
dtype: float64",2.9292549555707446,0.045120320855615126,2021,55.07142857143033,57.0,-1.9285714285696685
Algeria,goal7,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c41330>,"Intercept   -610.34
year           0.34
dtype: float64",0.5328776486670992,0.8951586874663843,2021,66.82857142857347,66.0,0.8285714285734684
Algeria,goal8,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c42530>,"Intercept   -854.85
year           0.46
dtype: float64",4.795921622237411,0.6397641703176342,2021,71.66190476190582,67.0,4.6619047619058165
Algeria,goal9,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c42230>,"Intercept   -3201.62
year            1.61
dtype: float64",30.311073137388664,0.7753108501129923,2021,45.10000000000127,53.0,-7.899999999998727
Algeria,goal11,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c43040>,"Intercept   -39.36
year          0.05
dtype: float64",0.7622920938710441,0.13098701298700954,2021,68.25238095238268,69.0,-0.7476190476173201
Algeria,goal12,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c58970>,"Intercept   229.44
year         -0.07
dtype: float64",0.3921622237411715,0.3369799691833584,2021,87.70476190476157,89.0,-1.2952380952384317
Algeria,goal13,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c588e0>,"Intercept   622.37
year         -0.27
dtype: float64",0.8016632490316793,0.7818119806523601,2021,84.3095238095226,87.0,-2.6904761904773977
Algeria,goal14,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c5b7c0>,"Intercept   709.16
year         -0.32
dtype: float64",4.60041011619959,0.47344703489281803,2021,63.48571428571256,65.0,-1.514285714287439
Algeria,goal15,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c768c0>,"Intercept   -1015.74
year            0.54
dtype: float64",20.39336978810667,0.365984529729269,2021,73.49999999999909,64.0,9.49999999999909
Algeria,goal16,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c74850>,"Intercept   21.16
year         0.02
dtype: float64",2.218455228981545,0.009884075655887337,2021,68.39999999999787,67.0,1.399999999997874
Algeria,goal17,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c745e0>,"Intercept   -1205.26
year            0.63
dtype: float64",3.473069036226915,0.8235606639349963,2021,72.95714285714257,74.0,-1.0428571428574287
Angola,goal1,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42c77970>,"Intercept   501.21
year         -0.23
dtype: float64",57.08844839371153,0.03498174423441369,2021,44.514285714284995,31.0,13.514285714284995
Angola,goal2,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42a94fd0>,"Intercept   -1196.91
year            0.62
dtype: float64",4.623103212576897,0.7715925975955694,2021,57.685714285714084,53.0,4.685714285714084
Angola,goal3,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42a961d0>,"Intercept   -1432.87
year            0.73
dtype: float64",1.7726133515608227,0.9236206558020769,2021,36.9523809523821,37.0,-0.04761904761789992
Angola,goal4,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42a95ed0>,"Intercept   -377.42
year           0.21
dtype: float64",1.7319890635680149,0.5056769410846651,2021,45.15714285714279,46.0,-0.8428571428572127
Angola,goal5,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42a95b10>,"Intercept   -1836.19
year            0.94
dtype: float64",15.738892686261103,0.6924371543824968,2021,53.571428571428896,47.0,6.571428571428896
Angola,goal6,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42ab1450>,"Intercept   -1018.65
year            0.53
dtype: float64",0.2501025290499397,0.9785948285948249,2021,54.84285714285886,55.0,-0.15714285714113885
Angola,goal7,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42ab2650>,"Intercept   -3444.58
year            1.73
dtype: float64",3.186147186147081,0.9743249843019613,2021,46.238095238097685,47.0,-0.7619047619023149
Angola,goal8,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42ab2350>,"Intercept   337.50
year         -0.14
dtype: float64",0.3352244246981158,0.7001019160211923,2021,56.66190476190553,58.0,-1.3380952380944677
Angola,goal9,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42ac6590>,"Intercept   -515.72
year           0.26
dtype: float64",3.8799954431533217,0.42061445291235955,2021,17.090476190476807,18.0,-0.9095238095231934
Angola,goal10,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42ac5b40>,"Intercept   -1610.14
year            0.81
dtype: float64",128.45187969924834,0.17300319488817717,2021,35.52857142857192,16.0,19.528571428571922
Angola,goal11,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42ac6b00>,"Intercept   643.78
year         -0.30
dtype: float64",0.83656869446343,0.8107761286332718,2021,42.72857142857106,44.0,-1.2714285714289417
Angola,goal12,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42ac6f80>,"Intercept   179.38
year         -0.04
dtype: float64",0.6523809523809528,0.10241379310344767,2021,92.76666666666657,94.0,-1.2333333333334338
Angola,goal13,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42adea10>,"Intercept   112.65
year         -0.01
dtype: float64",1.6698108908635223,0.00261295590636923,2021,91.64761904761951,94.0,-2.3523809523804857
Angola,goal14,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42addfc0>,"Intercept   -44.77
year          0.06
dtype: float64",1.4124629756208709,0.08212910867633971,2021,68.0904761904768,67.0,1.0904761904768066
Angola,goal15,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42adcbe0>,"Intercept   -85.51
year          0.07
dtype: float64",0.6350649350649283,0.2590909090909169,2021,64.10000000000088,66.0,-1.8999999999991246
Angola,goal16,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42adf400>,"Intercept   -388.72
year           0.21
dtype: float64",0.6327637275005702,0.7439424672690389,2021,41.7238095238086,43.0,-1.2761904761914025
Angola,goal17,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42af50f0>,"Intercept   890.52
year         -0.41
dtype: float64",26.267418546365843,0.20936179843090152,2021,53.25238095238046,55.0,-1.747619047619537
Argentina,goal1,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42af75b0>,"Intercept   -1792.75
year            0.94
dtype: float64",23.99790385053559,0.5975469218071747,2021,102.26666666666483,97.0,5.2666666666648325
Argentina,goal2,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42af5ff0>,"Intercept   216.65
year         -0.07
dtype: float64",0.9658920027341146,0.18693901035672633,2021,67.04285714285677,66.0,1.042857142856775
Argentina,goal3,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42af6680>,"Intercept   -363.53
year           0.22
dtype: float64",0.5408976987924372,0.7850416515755155,2021,82.66666666666629,84.0,-1.3333333333337123
Argentina,goal4,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b11570>,"Intercept   -444.79
year           0.27
dtype: float64",3.991615402141715,0.4208528925619839,2021,95.89523809523598,97.0,-1.1047619047640183
Argentina,goal5,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b127a0>,"Intercept   -582.82
year           0.33
dtype: float64",1.6593301435406338,0.7234449760765611,2021,78.60000000000048,80.0,-1.3999999999995225
Argentina,goal6,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b124a0>,"Intercept   -176.26
year           0.13
dtype: float64",0.14383686488949587,0.81722640416908,2021,78.33809523809558,78.0,0.3380952380955762
Argentina,goal7,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b326b0>,"Intercept   -331.05
year           0.20
dtype: float64",0.534335839599001,0.7520930232558123,2021,73.15238095238175,73.0,0.15238095238174765
Argentina,goal8,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b305e0>,"Intercept   -948.86
year           0.51
dtype: float64",1.6687172476645864,0.8616912792234794,2021,74.76190476190413,77.0,-2.238095238095866
Argentina,goal9,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b32c20>,"Intercept   -2899.54
year            1.46
dtype: float64",6.5903850535432,0.929328003752856,2021,55.84761904762172,54.0,1.8476190476217198
Argentina,goal10,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b32fb0>,"Intercept   -3408.21
year            1.71
dtype: float64",31.69897470950093,0.7892861037403227,2021,51.114285714286325,42.0,9.114285714286325
Argentina,goal11,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b4dc30>,"Intercept   -243.95
year           0.16
dtype: float64",0.2208475734791554,0.8331095041322292,2021,89.38571428571504,89.0,0.3857142857150393
Argentina,goal12,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b4cdc0>,"Intercept   299.46
year         -0.11
dtype: float64",0.21444520391888713,0.6922171353826044,2021,78.99047619047616,79.0,-0.009523809523841464
Argentina,goal13,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b4ca90>,"Intercept   296.32
year         -0.10
dtype: float64",1.668648894964681,0.20359939103958413,2021,88.9666666666669,91.0,-2.033333333333104
Argentina,goal14,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b4fbb0>,"Intercept   106.52
year         -0.02
dtype: float64",6.852426520847572,0.0028744778197733467,2021,61.90000000000076,61.0,0.9000000000007589
Argentina,goal15,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b69240>,"Intercept   -358.47
year           0.21
dtype: float64",0.21007063112326302,0.8928156242734246,2021,61.476190476189856,61.0,0.4761904761898563
Argentina,goal16,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b6a440>,"Intercept   -887.87
year           0.47
dtype: float64",3.874868990658465,0.6980326704545454,2021,62.26666666666665,61.0,1.2666666666666515
Argentina,goal17,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b6a140>,"Intercept   -1004.20
year            0.53
dtype: float64",4.488881294144454,0.720058825201057,2021,74.53809523809673,72.0,2.53809523809673
Armenia,goal1,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b6a7d0>,"Intercept   -2635.03
year            1.35
dtype: float64",38.9429938482572,0.6558526125037736,2021,99.8857142857164,93.0,6.8857142857164035
Armenia,goal2,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b7d6c0>,"Intercept   -183.06
year           0.12
dtype: float64",2.8851218956482056,0.16703065386133553,2021,58.409523809523904,54.0,4.409523809523904
Armenia,goal3,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b7e8c0>,"Intercept   -1191.38
year            0.63
dtype: float64",0.353884711779452,0.978376722817764,2021,78.96190476190554,79.0,-0.03809523809445636
Armenia,goal4,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b42b7f3a0>,"Intercept   -1367.51
year            0.72
dtype: float64",1.7591250854408813,0.922115966590001,2021,81.31428571428751,73.0,8.314285714287507
Armenia,goal5,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d1a800>,"Intercept   -1495.83
year            0.77
dtype: float64",2.952107541581141,0.8902858691234281,2021,57.98095238095175,60.0,-2.0190476190482514
Armenia,goal6,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d18790>,"Intercept   279.24
year         -0.11
dtype: float64",3.3950330371382815,0.11923395200378784,2021,64.019047619047,65.0,-0.9809523809529992
Armenia,goal7,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d184f0>,"Intercept   -459.90
year           0.26
dtype: float64",1.2055593529277662,0.7023402340234042,2021,75.5333333333341,73.0,2.533333333334099
Armenia,goal8,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d1b850>,"Intercept   -155.12
year           0.11
dtype: float64",2.3382319434951007,0.17437650844730523,2021,67.97619047619156,73.0,-5.023809523808438
Armenia,goal9,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d30ee0>,"Intercept   -3333.46
year            1.67
dtype: float64",10.044588744588843,0.9187423277829174,2021,49.74761904761954,51.0,-1.252380952380463
Armenia,goal10,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d333d0>,"Intercept   -1481.05
year            0.78
dtype: float64",83.21934381408066,0.22762228002283824,2021,91.12857142857251,96.0,-4.8714285714274865
Armenia,goal11,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d30bb0>,"Intercept   -87.99
year          0.09
dtype: float64",0.7357712462975653,0.2942963286713256,2021,87.86190476190698,87.0,0.8619047619069846
Armenia,goal12,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d336a0>,"Intercept   494.85
year         -0.20
dtype: float64",0.24253816359079353,0.8713128626692466,2021,88.02380952381054,88.0,0.023809523810541577
Armenia,goal13,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d49390>,"Intercept   614.84
year         -0.26
dtype: float64",0.8348143084985085,0.7660878447395331,2021,89.90476190476193,91.0,-1.0952380952380736
Armenia,goal15,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d4a410>,"Intercept   -208.25
year           0.13
dtype: float64",0.6933925723399507,0.5111949887568192,2021,62.09047619047499,61.0,1.0904761904749876
Armenia,goal16,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d4a290>,"Intercept   275.48
year         -0.10
dtype: float64",1.0688539530644778,0.26973848069738604,2021,76.00952380952361,74.0,2.009523809523614
Armenia,goal17,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d6a4a0>,"Intercept   -543.14
year           0.30
dtype: float64",1.4353383458646607,0.7176035502958581,2021,63.157142857141594,63.0,0.1571428571415936
Australia,goal1,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d69a50>,"Intercept   188.56
year         -0.04
dtype: float64",0.09141034404192264,0.46363636363636573,2021,99.32380952380885,99.0,0.32380952380884764
Australia,goal2,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d6aa10>,"Intercept   510.84
year         -0.22
dtype: float64",3.3126680337206693,0.38177991325792937,2021,56.766666666666765,58.0,-1.2333333333332348
Australia,goal3,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d6ae90>,"Intercept   -428.22
year           0.26
dtype: float64",0.2433356117566644,0.9182736455463728,2021,96.71428571428521,96.0,0.7142857142852108
Australia,goal4,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d86950>,"Intercept   -2393.41
year            1.23
dtype: float64",26.455866940077463,0.6989707719987763,2021,94.7809523809533,93.0,1.7809523809532948
Australia,goal5,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d848b0>,"Intercept   -746.51
year           0.41
dtype: float64",0.3655730234677533,0.9488556674741818,2021,80.26190476190482,81.0,-0.738095238095184
Australia,goal6,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d84640>,"Intercept   -198.10
year           0.14
dtype: float64",10.802005012531348,0.07112068965517071,2021,90.61904761904668,91.0,-0.3809523809533175
Australia,goal7,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d87a00>,"Intercept   -51.93
year          0.06
dtype: float64",0.2600364547732986,0.3673503325942309,2021,71.43333333333267,73.0,-1.5666666666673308
Australia,goal8,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d9d0c0>,"Intercept   483.20
year         -0.20
dtype: float64",0.46509455456824517,0.7747903795233861,2021,81.62380952380909,83.0,-1.3761904761909136
Australia,goal9,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d9e2f0>,"Intercept   -1725.94
year            0.90
dtype: float64",2.903440419229872,0.9189539158197342,2021,95.58095238095325,92.0,3.5809523809532493
Australia,goal10,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d9f100>,"Intercept   400.55
year         -0.16
dtype: float64",1.1363180678970166,0.4764539155994115,2021,77.71904761904796,79.0,-1.2809523809520442
Australia,goal11,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39d9e680>,"Intercept   98.13
year        -0.00
dtype: float64",0.09496468443836803,0.0028708133971355743,2021,92.8761904761899,93.0,-0.12380952381009536
Australia,goal12,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39db1570>,"Intercept   -18.93
year          0.03
dtype: float64",5.2555251765778115,0.008063128924055585,2021,46.69047619047644,48.0,-1.3095238095235615
Australia,goal13,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39db2770>,"Intercept   -301.36
year           0.16
dtype: float64",20.138824333561058,0.048841038223146116,2021,21.47142857142859,28.0,-6.528571428571411
Australia,goal14,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39db3ac0>,"Intercept   -1321.51
year            0.69
dtype: float64",2.0628844839370073,0.902983155458408,2021,69.57142857142912,68.0,1.5714285714291236
Australia,goal15,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39dce680>,"Intercept   -511.72
year           0.28
dtype: float64",0.14028252449303868,0.9589642761930187,2021,63.080952380952795,63.0,0.08095238095279456
Australia,goal16,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39dcc550>,"Intercept   292.04
year         -0.10
dtype: float64",0.4863978127136022,0.4609090909090907,2021,87.31428571428518,85.0,2.3142857142851767
Australia,goal17,2020,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794b39dcebf0>,"Intercept   -293.19
year           0.18
dtype: float64",0.46144907723855033,0.7354623824451414,2021,66.38571428571413,68.0,-1.6142857142858702
