Country,Goal,Window,Model Type,Model,params,Error (MSE),Error (R2),Prediction Year,Prediction,Actual Value,Prediction Error
Spain,goal13,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe6bb640>,"Intercept   -1089.00
year            0.58
dtype: float64",4.402665755297366,0.7562220876542257,2022,84.81428571428637,83.0,1.8142857142863704
Spain,goal14,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe6d6a70>,"Intercept   -1757.09
year            0.90
dtype: float64",10.712531328320756,0.7539546396500126,2022,62.70952380952349,60.0,2.709523809523489
Spain,goal15,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe6d4040>,"Intercept   -518.03
year           0.29
dtype: float64",1.7036454773296243,0.6661323450616305,2022,67.56666666666808,68.0,-0.43333333333191604
Spain,goal16,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe6d4a00>,"Intercept   -9.46
year         0.04
dtype: float64",0.5876509455456835,0.11852358168147459,2022,79.81904761904785,79.0,0.8190476190478506
Spain,goal17,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe6d7ac0>,"Intercept   -367.85
year           0.21
dtype: float64",1.0561175666438969,0.632294145644926,2022,60.18571428571505,63.0,-2.8142857142849493
Sri Lanka,goal1,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe6ed390>,"Intercept   -2505.24
year            1.29
dtype: float64",5.6741854636592395,0.9219148789404692,2022,94.47619047619264,86.0,8.476190476192642
Sri Lanka,goal2,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe6ee350>,"Intercept   -735.66
year           0.40
dtype: float64",2.157780815675591,0.7466290331210828,2022,65.26190476190766,63.0,2.261904761907658
Sri Lanka,goal3,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe6ee050>,"Intercept   -832.53
year           0.45
dtype: float64",0.9151970836181326,0.9004461187667299,2022,81.30476190476384,81.0,0.30476190476383636
Sri Lanka,goal4,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe6ee6e0>,"Intercept   -211.81
year           0.14
dtype: float64",5.027568922305778,0.141267123287669,2022,77.04761904761935,77.0,0.04761904761934943
Sri Lanka,goal5,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5055d0>,"Intercept   -342.85
year           0.19
dtype: float64",0.6625655046707731,0.6989024642783159,2022,51.04761904761892,49.0,2.047619047618923
Sri Lanka,goal6,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5067d0>,"Intercept   -653.39
year           0.35
dtype: float64",0.796536796536792,0.8621777182054726,2022,55.61904761904805,57.0,-1.3809523809519533
Sri Lanka,goal7,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5064d0>,"Intercept   -1335.93
year            0.69
dtype: float64",4.676987924356436,0.8058957580800689,2022,63.70952380952508,64.0,-0.29047619047491935
Sri Lanka,goal8,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe51a6e0>,"Intercept   384.08
year         -0.15
dtype: float64",2.8277056277056043,0.25182059319990957,2022,74.21904761904574,74.0,0.21904761904573888
Sri Lanka,goal9,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe518610>,"Intercept   -2314.49
year            1.16
dtype: float64",22.962702210070375,0.7054549546126767,2022,41.004761904764564,53.0,-11.995238095235436
Sri Lanka,goal10,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe51bf10>,"Intercept   -757.28
year           0.41
dtype: float64",24.880109364319893,0.21100273117440504,2022,62.02857142857226,62.0,0.028571428572263358
Sri Lanka,goal11,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe51b730>,"Intercept   -356.51
year           0.21
dtype: float64",0.8806789701526448,0.6734285231497162,2022,71.51904761904495,72.0,-0.48095238095504556
Sri Lanka,goal12,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe535c30>,"Intercept   562.94
year         -0.24
dtype: float64",0.8688311688311624,0.7248701298701319,2022,82.38571428571362,84.0,-1.6142857142863818
Sri Lanka,goal13,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe534dc0>,"Intercept   318.23
year         -0.11
dtype: float64",0.23296878560036535,0.6794670846394973,2022,95.02380952381046,96.0,-0.9761904761895437
Sri Lanka,goal14,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe536b00>,"Intercept   -684.21
year           0.38
dtype: float64",3.9302118933697714,0.5922635087221688,2022,74.69999999999868,73.0,1.6999999999986812
Sri Lanka,goal15,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe537bb0>,"Intercept   -222.51
year           0.14
dtype: float64",0.3197083618136329,0.7060745705906925,2022,55.847619047619816,56.0,-0.15238095238018445
Sri Lanka,goal16,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe549240>,"Intercept   458.21
year         -0.20
dtype: float64",1.3974253816359163,0.5338020674977167,2022,56.43333333333271,51.0,5.433333333332712
Sri Lanka,goal17,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe54a440>,"Intercept   589.02
year         -0.26
dtype: float64",2.513830029619519,0.5308614678118859,2022,53.32380952380947,54.0,-0.6761904761905271
Sudan,goal1,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe54ba90>,"Intercept   -485.71
year           0.27
dtype: float64",21.90323536113005,0.11794601240503721,2022,57.861904761905635,49.0,8.861904761905635
Sudan,goal2,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe54a7d0>,"Intercept   416.14
year         -0.19
dtype: float64",0.9035543403964328,0.6267927724449517,2022,24.87142857142868,25.0,-0.12857142857131976
Sudan,goal3,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5616c0>,"Intercept   -2120.57
year            1.08
dtype: float64",2.774595579858771,0.9442285321731159,2022,56.3666666666677,53.0,3.3666666666676974
Sudan,goal4,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5628c0>,"Intercept   -197.88
year           0.11
dtype: float64",1.5177261335156083,0.25422077922077846,2022,30.576190476190618,32.0,-1.423809523809382
Sudan,goal5,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5633a0>,"Intercept   -2424.28
year            1.22
dtype: float64",1.5114376851219313,0.9755349437580669,2022,41.50952380952549,38.0,3.50952380952549
Sudan,goal6,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe57e7d0>,"Intercept   -1100.77
year            0.56
dtype: float64",0.3615402141717978,0.9724389481363112,2022,33.64761904761963,34.0,-0.35238095238037204
Sudan,goal7,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe57c700>,"Intercept   -3150.81
year            1.59
dtype: float64",5.883185235816833,0.945586673410039,2022,60.75714285714412,59.0,1.7571428571441174
Sudan,goal8,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe57c970>,"Intercept   117.67
year         -0.03
dtype: float64",0.36482114376851216,0.1124168514412418,2022,49.39047619047703,50.0,-0.6095238095229689
Sudan,goal9,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe57f820>,"Intercept   -843.97
year           0.43
dtype: float64",3.628799270904534,0.6695821750134849,2022,17.352380952381054,20.0,-2.647619047618946
Sudan,goal10,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5961d0>,"Intercept   -334.28
year           0.20
dtype: float64",0.68243335611758,0.7090909090909032,2022,75.37142857142959,75.0,0.37142857142958974
Sudan,goal11,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe594f40>,"Intercept   -1473.09
year            0.75
dtype: float64",2.2208475734791877,0.9110858737890632,2022,42.100000000000136,42.0,0.10000000000013642
Sudan,goal12,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe594b50>,"Intercept   -4.49
year         0.05
dtype: float64",0.14702665755297398,0.388920454545452,2022,92.67142857142855,93.0,-0.3285714285714505
Sudan,goal13,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe597ca0>,"Intercept   73.73
year         0.01
dtype: float64",0.721280473912055,0.00761755485893123,2022,97.36666666666785,98.0,-0.6333333333321463
Sudan,goal14,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5b1570>,"Intercept   -926.80
year           0.49
dtype: float64",28.1912052859419,0.25527734976888117,2022,60.56190476190591,62.0,-1.4380952380940926
Sudan,goal15,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5b2530>,"Intercept   106.01
year         -0.02
dtype: float64",0.39890635680109393,0.052597402597401866,2022,58.74285714285786,59.0,-0.25714285714214213
Sudan,goal16,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5b2230>,"Intercept   159.15
year         -0.06
dtype: float64",0.12223741171109412,0.5310314685314754,2022,40.97619047619135,40.0,0.9761904761913485
Sudan,goal17,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5c2440>,"Intercept   256.29
year         -0.11
dtype: float64",1.6129414445203911,0.23018703784254035,2022,35.70476190476174,37.0,-1.2952380952382612
Suriname,goal1,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5c19f0>,"Intercept   -155.71
year           0.13
dtype: float64",0.670152654363176,0.4897120055517038,2022,99.00476190476081,98.0,1.0047619047608123
Suriname,goal2,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5c29b0>,"Intercept   -619.88
year           0.34
dtype: float64",1.2528594212804842,0.7892534110072035,2022,68.12380952380977,66.0,2.1238095238097685
Suriname,goal3,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5c2e30>,"Intercept   -1204.37
year            0.63
dtype: float64",3.5382319434951177,0.8208433317951076,2022,74.4809523809538,72.0,2.480952380953795
Suriname,goal4,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5da8c0>,"Intercept   -556.92
year           0.31
dtype: float64",4.373843700159519,0.469555125725335,2022,68.06666666666649,64.0,4.066666666666492
Suriname,goal5,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5d8850>,"Intercept   -772.03
year           0.41
dtype: float64",7.981704260651613,0.46565436241610847,2022,65.65238095238237,65.0,0.6523809523823729
Suriname,goal6,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5d85e0>,"Intercept   -626.71
year           0.35
dtype: float64",0.11100478468900783,0.9775628626692431,2022,71.80000000000018,71.0,0.8000000000001819
Suriname,goal7,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5db910>,"Intercept   117.15
year         -0.02
dtype: float64",6.218455228981547,0.0035487404162096725,2022,69.88571428571458,70.0,-0.11428571428541545
Suriname,goal8,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5f8fa0>,"Intercept   -290.11
year           0.17
dtype: float64",2.6294827979038717,0.29868740884783107,2022,46.01904761904757,46.0,0.019047619047569242
Suriname,goal9,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5fa1a0>,"Intercept   -3262.07
year            1.64
dtype: float64",16.021348826612087,0.8711757248434521,2022,44.03333333333421,51.0,-6.9666666666657875
Suriname,goal11,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5f9db0>,"Intercept   172.85
year         -0.04
dtype: float64",0.1711779448621542,0.3030612244898008,2022,86.19523809523919,86.0,0.19523809523919056
Suriname,goal13,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe5fa530>,"Intercept   546.43
year         -0.23
dtype: float64",3.6410344041922804,0.36504688493325166,2022,86.88095238095042,85.0,1.8809523809504185
Suriname,goal14,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe40d660>,"Intercept   -2302.37
year            1.18
dtype: float64",8.011574390521744,0.8755307927023528,2022,82.01904761904643,77.0,5.019047619046432
Suriname,goal16,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe40cb80>,"Intercept   -411.71
year           0.24
dtype: float64",0.5228525860104798,0.8123937213865274,2022,66.21904761904898,64.0,2.219047619048979
Suriname,goal17,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe40e320>,"Intercept   -583.88
year           0.32
dtype: float64",4.138004101161993,0.5059653990533708,2022,69.98571428571643,71.0,-1.0142857142835737
Sweden,goal1,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe42a530>,"Intercept   83.28
year         0.01
dtype: float64",0.04766461608566839,0.04909090909091596,2022,99.03809523809424,99.0,0.0380952380942432
Sweden,goal2,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4298a0>,"Intercept   123.99
year         -0.03
dtype: float64",3.473615857826385,0.008603199375730952,2022,68.8428571428579,69.0,-0.15714285714210519
Sweden,goal3,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe42aaa0>,"Intercept   -503.55
year           0.30
dtype: float64",0.37541581225790865,0.9051956271576547,2022,97.79523809523874,96.0,1.7952380952387443
Sweden,goal4,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe42b580>,"Intercept   -47.92
year          0.07
dtype: float64",0.4523125996810197,0.32153110047847033,2022,99.13333333333426,99.0,0.13333333333426367
Sweden,goal5,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe43a9b0>,"Intercept   11.17
year         0.04
dtype: float64",0.6352244246981137,0.08829300196206014,2022,89.95238095238085,90.0,-0.04761904761915048
Sweden,goal6,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe438910>,"Intercept   205.83
year         -0.06
dtype: float64",0.5703577124629762,0.18139306736428984,2022,92.90952380952322,93.0,-0.09047619047677813
Sweden,goal7,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe438b80>,"Intercept   -989.76
year           0.54
dtype: float64",0.6389838231943552,0.9485148333088554,2022,100.02380952380804,99.0,1.0238095238080405
Sweden,goal8,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe43ba00>,"Intercept   592.28
year         -0.25
dtype: float64",0.3482570061517422,0.8818413729128017,2022,80.21428571428521,82.0,-1.7857142857147892
Sweden,goal9,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe45d090>,"Intercept   -889.99
year           0.49
dtype: float64",1.4931191615402113,0.8667811839323469,2022,100.00476190476115,98.0,2.0047619047611533
Sweden,goal10,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe45f550>,"Intercept   677.08
year         -0.29
dtype: float64",1.2779220779220846,0.7249779346866712,2022,94.11428571428428,94.0,0.11428571428427858
Sweden,goal11,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe45df90>,"Intercept   20.63
year         0.04
dtype: float64",0.14691273638642013,0.26727272727272966,2022,94.16190476190425,94.0,0.1619047619042533
Sweden,goal12,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe45e620>,"Intercept   -490.52
year           0.27
dtype: float64",0.7420369104579697,0.799408721359939,2022,55.68571428571431,56.0,-0.3142857142856883
Sweden,goal13,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe47d510>,"Intercept   -744.55
year           0.41
dtype: float64",3.3987924356345416,0.6633271643946916,2022,77.37619047619069,79.0,-1.6238095238093138
Sweden,goal14,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe47f9d0>,"Intercept   974.17
year         -0.45
dtype: float64",11.040145819093155,0.4256821144956755,2022,65.58095238095257,69.0,-3.419047619047433
Sweden,goal15,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe47e410>,"Intercept   11.07
year         0.03
dtype: float64",0.24260651629072646,0.12000000000000144,2022,68.83809523809614,72.0,-3.1619047619038554
Sweden,goal16,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe48a620>,"Intercept   241.29
year         -0.08
dtype: float64",0.25627705627705744,0.47291471415182484,2022,88.98095238095192,88.0,0.9809523809519192
Sweden,goal17,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe489990>,"Intercept   -303.06
year           0.19
dtype: float64",0.5530416951469544,0.7275757575757593,2022,82.95714285714143,81.0,1.9571428571414344
Switzerland,goal1,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe48be50>,"Intercept   68.04
year         0.02
dtype: float64",0.2508088402825253,0.03776223776223453,2022,99.55238095238019,99.0,0.5523809523801901
Switzerland,goal2,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe48b670>,"Intercept   122.00
year         -0.02
dtype: float64",1.70966051492367,0.014227535470311414,2022,72.10952380952276,72.0,0.10952380952275576
Switzerland,goal3,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4a6aa0>,"Intercept   -668.52
year           0.38
dtype: float64",0.8987924356345359,0.8663866684731074,2022,98.26666666666551,95.0,3.2666666666655146
Switzerland,goal4,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4a49a0>,"Intercept   48.00
year         0.02
dtype: float64",0.3412394622920946,0.0674346201743442,2022,97.89047619047537,97.0,0.8904761904753684
Switzerland,goal5,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4a49d0>,"Intercept   -1446.90
year            0.76
dtype: float64",1.2037593984962034,0.9507384615384631,2022,84.04285714285766,85.0,-0.9571428571423439
Switzerland,goal6,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4a7af0>,"Intercept   145.49
year         -0.03
dtype: float64",3.4994759626338467,0.011125418490860572,2022,82.46666666666664,84.0,-1.5333333333333599
Switzerland,goal7,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4c5180>,"Intercept   -444.00
year           0.26
dtype: float64",0.3412394622920953,0.8900205610221761,2022,83.82380952380936,84.0,-0.17619047619064077
Switzerland,goal8,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4c6380>,"Intercept   271.21
year         -0.10
dtype: float64",0.7032353611300973,0.35347716799329754,2022,74.26190476190376,76.0,-1.7380952380962356
Switzerland,goal9,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4c6080>,"Intercept   -2302.46
year            1.19
dtype: float64",3.921280473912078,0.9358721653786819,2022,100.30952380952112,98.0,2.3095238095211243
Switzerland,goal10,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4c6710>,"Intercept   372.86
year         -0.14
dtype: float64",5.4436090225563945,0.13189448441246931,2022,84.0000000000012,82.0,2.0000000000011937
Switzerland,goal11,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4dd600>,"Intercept   -154.29
year           0.12
dtype: float64",0.16705399863294526,0.790394511149229,2022,97.79999999999976,97.0,0.7999999999997556
Switzerland,goal12,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4de800>,"Intercept   124.83
year         -0.05
dtype: float64",2.1871041239462286,0.03892671205446552,2022,30.295238095238204,34.0,-3.7047619047617957
Switzerland,goal13,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4de500>,"Intercept   -436.26
year           0.25
dtype: float64",5.461312371838666,0.3134645128028901,2022,65.30000000000001,70.0,-4.699999999999989
Switzerland,goal16,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4dfaf0>,"Intercept   99.81
year        -0.01
dtype: float64",0.2381408065618596,0.010227272727271086,2022,84.05714285714197,82.0,2.0571428571419688
Switzerland,goal17,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4f1ae0>,"Intercept   -206.93
year           0.13
dtype: float64",0.5696058327637316,0.5454545454545423,2022,55.66666666666714,59.0,-3.3333333333328596
Syrian Arab Republic,goal1,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4f3f40>,"Intercept   57.84
year         0.01
dtype: float64",0.04329004329004357,0.13636363636363102,2022,84.09523809523863,84.0,0.0952380952386278
Syrian Arab Republic,goal2,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe4f2980>,"Intercept   1627.87
year          -0.79
dtype: float64",2.5425381635908537,0.9080260446715548,2022,36.533333333333076,36.0,0.5333333333330756
Syrian Arab Republic,goal3,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe309c60>,"Intercept   888.44
year         -0.41
dtype: float64",9.839257233994125,0.40804227437218676,2022,61.26190476190391,61.0,0.26190476190390655
Syrian Arab Republic,goal4,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe308df0>,"Intercept   3582.49
year          -1.75
dtype: float64",87.86413761677,0.5867580872614077,2022,34.79523809523971,46.0,-11.20476190476029
Syrian Arab Republic,goal5,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe308ac0>,"Intercept   -260.23
year           0.14
dtype: float64",0.8771246297562065,0.48983567452955346,2022,31.25238095238086,31.0,0.2523809523808609
Syrian Arab Republic,goal6,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe30bbe0>,"Intercept   -1290.92
year            0.67
dtype: float64",11.920984278879045,0.6042209413152988,2022,64.08571428571508,63.0,1.0857142857150848
Syrian Arab Republic,goal7,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe329270>,"Intercept   269.14
year         -0.10
dtype: float64",1.328503075871497,0.2384012539184951,2022,64.31428571428592,64.0,0.3142857142859157
Syrian Arab Republic,goal8,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe32a470>,"Intercept   510.27
year         -0.22
dtype: float64",1.9343814080656307,0.5052447552447523,2022,63.85714285714198,65.0,-1.1428571428580199
Syrian Arab Republic,goal9,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe32a170>,"Intercept   -1153.89
year            0.58
dtype: float64",3.4731601731602293,0.7986939411547166,2022,25.17619047619064,26.0,-0.8238095238093592
Syrian Arab Republic,goal10,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe32a800>,"Intercept   892.65
year         -0.42
dtype: float64",5.832763727500541,0.5454545454545476,2022,52.33333333333451,86.0,-33.66666666666549
Syrian Arab Republic,goal11,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe3416f0>,"Intercept   687.52
year         -0.30
dtype: float64",1.4470950102528866,0.719440763318318,2022,75.67142857142699,74.0,1.6714285714269863
Syrian Arab Republic,goal12,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe3428f0>,"Intercept   -627.36
year           0.36
dtype: float64",2.1214855320118287,0.7075076961739046,2022,92.15238095238078,92.0,0.1523809523807813
Syrian Arab Republic,goal13,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe3433d0>,"Intercept   -718.19
year           0.40
dtype: float64",2.438824333561211,0.729245712551218,2022,95.85714285714369,95.0,0.8571428571436854
Syrian Arab Republic,goal14,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe35a800>,"Intercept   -79.11
year          0.06
dtype: float64",7.683754841649596,0.021755525903577322,2022,52.19047619047686,51.0,1.1904761904768577
Syrian Arab Republic,goal15,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe358790>,"Intercept   196.75
year         -0.07
dtype: float64",0.34203691045796425,0.36818181818181583,2022,54.94285714285749,57.0,-2.0571428571425088
Syrian Arab Republic,goal16,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe358520>,"Intercept   306.34
year         -0.12
dtype: float64",1.2096605149236725,0.3424324993807283,2022,54.24761904761934,54.0,0.24761904761933806
Syrian Arab Republic,goal17,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe35b850>,"Intercept   169.12
year         -0.06
dtype: float64",1.0956482114376869,0.12567272727272594,2022,43.07619047619036,45.0,-1.9238095238096378
Tajikistan,goal1,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe372200>,"Intercept   -4374.79
year            2.21
dtype: float64",66.8500341763517,0.7467080352841782,2022,84.11428571428769,78.0,6.114285714287689
Tajikistan,goal2,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe370f70>,"Intercept   -2274.71
year            1.16
dtype: float64",9.557370699476003,0.850817975546087,2022,70.28095238095102,66.0,4.280952380951021
Tajikistan,goal3,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe370b80>,"Intercept   -1796.20
year            0.92
dtype: float64",1.0402597402597742,0.9707742827514682,2022,70.87142857143022,69.0,1.871428571430215
Tajikistan,goal4,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe373cd0>,"Intercept   -323.61
year           0.19
dtype: float64",4.492139439507876,0.2550442076626588,2022,70.28571428571428,69.0,1.2857142857142776
Tajikistan,goal5,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe385360>,"Intercept   -902.85
year           0.47
dtype: float64",0.7981772613351522,0.9190049015074451,2022,53.009523809523785,56.0,-2.9904761904762154
Tajikistan,goal6,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe386560>,"Intercept   -1432.34
year            0.74
dtype: float64",1.8850991114148439,0.9215033870325066,2022,61.84285714285761,59.0,2.8428571428576106
Tajikistan,goal7,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe386260>,"Intercept   -47.66
year          0.07
dtype: float64",5.845249487354749,0.030650646111992752,2022,88.88571428571167,86.0,2.8857142857116713
Tajikistan,goal8,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe3a2470>,"Intercept   -1226.65
year            0.64
dtype: float64",3.4899065846434554,0.826979034881618,2022,70.58095238095257,70.0,0.5809523809525672
Tajikistan,goal9,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe3a17e0>,"Intercept   -924.30
year           0.47
dtype: float64",1.1314650262018633,0.8867399534735215,2022,21.04761904761972,24.0,-2.952380952380281
Tajikistan,goal10,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe3a3ca0>,"Intercept   561.65
year         -0.24
dtype: float64",24.202141717931195,0.08727272727272706,2022,78.4666666666663,76.0,2.466666666666299
Tajikistan,goal11,2021,ols,<statsmodels.regression.linear_model.RegressionResultsWrapper object at 0x794afe3a34c0>,"Intercept   -1093.60
year            0.58
dtype: float64",0.42544998860788436,0.969258503177373,2022,69.7095238095228,68.0,1.709523809522807
