country,goal,window,rmse,mape,r_squared,model
Albania,goal8,17,4.764520589976842,0.03300838679696096,0.0024399610945081696,Ridge_Auto
Albania,goal9,5,155.62198250728812,0.21572364569769129,0.8765620295961103,Ridge_Auto
Albania,goal9,8,86.48493040264223,0.15849971603804996,0.8554810457737798,Ridge_Auto
Albania,goal9,11,39.55807197617561,0.10449158998987582,0.8918863547949656,Ridge_Auto
Albania,goal9,14,9.614291509828902,0.0500268801031609,0.895934608555724,Ridge_Auto
Albania,goal9,17,6.607406373233954,0.04977778461227538,0.9024865959207583,Ridge_Auto
Algeria,goal1,5,188.38244897959137,0.11124315326803975,0.9140592625036242,Ridge_Auto
Algeria,goal1,8,156.15518657596684,0.10802821691000644,0.9248132255272102,Ridge_Auto
Algeria,goal1,11,124.07689835933881,0.10183578982742877,0.9264108262683106,Ridge_Auto
Algeria,goal1,14,93.7664979756325,0.09349477008848645,0.9169879948643094,Ridge_Auto
Algeria,goal1,17,70.65594089828933,0.08483113771950934,0.8967710549208002,Ridge_Auto
Algeria,goal10,5,0.0,0.0,1.0,Ridge_Auto
Algeria,goal10,8,0.0,0.0,1.0,Ridge_Auto
Algeria,goal10,11,0.0,0.0,1.0,Ridge_Auto
Algeria,goal10,14,0.0,0.0,1.0,Ridge_Auto
Algeria,goal10,17,0.0,0.0,1.0,Ridge_Auto
Algeria,goal11,5,11.606848072562352,0.03990115963569688,0.48790627362055466,Ridge_Auto
Algeria,goal11,8,10.030819833280846,0.03890736178219243,0.4509875561477743,Ridge_Auto
Algeria,goal11,11,8.306488790325016,0.03598307877870084,0.39954808159662647,Ridge_Auto
Algeria,goal11,14,5.569973193282436,0.031026569666768453,0.21887588529576724,Ridge_Auto
Algeria,goal11,17,3.918936607957053,0.026580664314860815,0.07770821691443563,Ridge_Auto
Algeria,goal12,5,8.374881762228672,0.027172666819536773,0.6689342403628253,Ridge_Auto
Algeria,goal12,8,7.032072192513326,0.027789461034669147,0.5594522282291188,Ridge_Auto
Algeria,goal12,11,5.975165366247499,0.02640865413502568,0.5967262350972972,Ridge_Auto
Algeria,goal12,14,5.1165073702034,0.025134113373321002,0.6988275960723547,Ridge_Auto
Algeria,goal12,17,4.834211759310339,0.024556657479324125,0.7324465780980516,Ridge_Auto
Algeria,goal13,5,17.417389050858507,0.04267286385283866,0.5510680200913454,Ridge_Auto
Algeria,goal13,8,16.35001356558676,0.04468039873235887,0.7249620798342569,Ridge_Auto
Algeria,goal13,11,16.55258718161378,0.04573698252468501,0.8293549253590097,Ridge_Auto
Algeria,goal13,14,16.22087872602867,0.04524398238311625,0.895893661701009,Ridge_Auto
Algeria,goal13,17,15.22988073709332,0.04387410578341648,0.9294998840561657,Ridge_Auto
Algeria,goal14,5,149.83459669582098,0.1581998953427522,0.6179614193732088,Ridge_Auto
Algeria,goal14,8,76.88895309059525,0.11092760180995519,0.42538776041178245,Ridge_Auto
Algeria,goal14,11,28.772937666176983,0.07883507894820191,0.4630156206024919,Ridge_Auto
Algeria,goal14,14,12.644521204718673,0.052235396182763696,0.50246611533158,Ridge_Auto
Algeria,goal14,17,6.102725062856245,0.03546636242294618,0.46874831310558873,Ridge_Auto
Algeria,goal15,5,590.1690379008705,0.29419262780869837,0.7927706798641216,Ridge_Auto
Algeria,goal15,8,349.30029922931516,0.25646410630367805,0.7289133398054812,Ridge_Auto
Algeria,goal15,11,277.41733395817516,0.24059283380389637,0.7905340719512767,Ridge_Auto
Algeria,goal15,14,232.24942212105228,0.22766776375123376,0.7760912785440781,Ridge_Auto
Algeria,goal15,17,212.06073188635054,0.2235798693155894,0.7536961521464467,Ridge_Auto
Algeria,goal16,5,58.30198898607062,0.09918601654209339,0.49500652572967546,Ridge_Auto
Algeria,goal16,8,38.884240327146784,0.08383004352977999,0.39598883453235584,Ridge_Auto
Algeria,goal16,11,35.108810305526504,0.08556998886842858,0.3794360293550072,Ridge_Auto
