country,goal,best_rmse_model,best_rmse,best_rmse_window,best_mape_model,best_mape,best_mape_window
Afghanistan,goal1,Linear,13.971578947368135,5,Linear,0.19802926146222344,5
Afghanistan,goal11,Ridge,0.7789291783337216,20,Ridge,0.017961575020398357,20
Afghanistan,goal12,Bayesian,0.3389679040098746,5,Ridge,0.004523843968059211,5
Afghanistan,goal13,Linear,0.04656509695291099,20,Linear,0.0017809675704412837,20
Afghanistan,goal15,Ridge,10.46420182688146,5,Ridge,0.026281836089911786,5
Afghanistan,goal16,Ridge,2.2974858634188458,5,Ridge,0.024276324972104087,5
Afghanistan,goal17,Ridge,2.163149195302299,5,Ridge,0.031190228421179553,5
Afghanistan,goal2,Bayesian,3.50912095293508,5,Bayesian,0.03788232076345568,5
Afghanistan,goal3,Bayesian,3.5373580997070184,10,Bayesian,0.04557880199923004,15
Afghanistan,goal4,Ridge,57.0351406389538,20,Ridge,0.14309210244818407,5
Afghanistan,goal5,Ridge,10.511248368857043,5,Linear,0.0733209031816819,5
Afghanistan,goal6,Linear,1.6971428571428753,10,Linear,0.0274867600836626,10
Afghanistan,goal7,Linear,6.772008310249504,20,Linear,0.059238185553975885,20
Afghanistan,goal8,Ridge,1.163862548934254,5,Ridge_Auto,0.014628085523411757,5
Afghanistan,goal9,Ridge,2.5289082209656812,5,Ridge,0.09021356563504383,5
Albania,goal1,Ridge,0.3420774237074872,20,Bayesian,0.0057658412739791795,20
Albania,goal10,Linear,17.40491689750688,20,Ridge,0.04141105593810672,5
Albania,goal11,Bayesian,0.19654651655473385,20,Bayesian,0.004287807240640941,20
Albania,goal12,Bayesian,0.315797808337787,5,Bayesian,0.005678515852237117,5
Albania,goal13,Bayesian,0.6123752955998474,5,Bayesian,0.006149160983202431,20
Albania,goal14,Linear,1.6927562326868348,20,Ridge,0.02223850891708007,20
Albania,goal15,Ridge,3.5234275772075727,5,Ridge,0.01398369642527337,5
Albania,goal16,Bayesian,1.6398226678690995,15,Bayesian,0.017331882067800074,15
Albania,goal17,Ridge,0.8178512396694465,5,Ridge,0.01248272143064044,5
Albania,goal2,Linear,6.784383656509223,20,Ridge,0.03446399980366082,5
Albania,goal3,Ridge,0.6962505437146753,5,Bayesian,0.008164131152376955,5
Albania,goal4,Ridge,2.8515528490649316,5,Ridge,0.015025780441638182,5
Albania,goal5,Linear,0.857479224376887,20,Ridge,0.012993748058406309,20
Albania,goal6,Ridge,0.27192692474991026,5,Ridge,0.004968273469013598,5
Albania,goal7,Ridge,2.5138759077969635,15,Linear,0.015056735146484788,20
Albania,goal8,Linear,1.4425415512465456,20,Linear,0.016672340714016236,20
Albania,goal9,Linear,1.2513681027964842,15,Linear,0.02118981412822803,15
Algeria,goal1,Ridge,0.3232361896475891,5,Ridge,0.004158582419927322,5
Algeria,goal10,Linear,0.0,5,Linear,0.0,5
Algeria,goal11,Ridge,0.5987820791648358,5,Ridge,0.009458525915854174,5
Algeria,goal12,Ridge,0.24894301870377786,5,Bayesian,0.004294040286708954,5
Algeria,goal13,Ridge,0.6867855589386661,5,Ridge,0.007768184881459808,5
Algeria,goal14,Bayesian,2.6663145663912746,15,Bayesian,0.022434632744910667,15
Algeria,goal15,Bayesian,7.307048114639319,5,Bayesian,0.026515471585077083,5
Algeria,goal16,Ridge,2.2274554153979618,5,Ridge,0.016943666667775636,5
Algeria,goal17,Bayesian,1.5133954262532974,20,Bayesian,0.014768444950706998,20
Algeria,goal2,Bayesian,2.2936871677114894,10,Bayesian,0.018195411485184377,10
Algeria,goal3,Ridge,1.1023401478903776,5,Bayesian,0.010532057811180818,5
Algeria,goal4,Bayesian,17.864748306289513,5,Bayesian,0.04058905836206135,5
Algeria,goal5,Ridge,19.62053066550727,5,Ridge,0.06642883563323464,5
Algeria,goal6,Bayesian,1.1214574645106334,5,Bayesian,0.01621495100340758,5
Algeria,goal7,Bayesian,0.45317609694054867,15,Ridge,0.007837228265746175,10
Algeria,goal8,Ridge,1.9886559373639672,5,Ridge,0.016661550970637456,5
Algeria,goal9,Ridge,7.5247672901259905,5,Ridge_Auto,0.04821867415928072,5
Angola,goal1,Ridge,14.718729882557808,5,Ridge,0.0738043102209996,5
Angola,goal10,Ridge,81.80556763810436,5,Ridge,0.24163139492087365,5
Angola,goal11,Bayesian,0.4952192033737928,20,Ridge,0.010959475785057292,20
Angola,goal12,Bayesian,0.5889156808069808,10,Ridge,0.005917722538688665,10
Angola,goal13,Bayesian,0.4602042229224496,5,Ridge,0.00570559189517613,5
Angola,goal14,Bayesian,0.5933963645750449,20,Bayesian,0.011078911178057352,20
Angola,goal15,Ridge,0.5625054371465692,5,Ridge,0.004337382249258131,5
Angola,goal16,Bayesian,0.5967010020352385,15,Bayesian,0.015434558564286542,15
Angola,goal17,Bayesian,1.269094009912636,20,Bayesian,0.01663305488747274,20
Angola,goal2,Ridge,3.7483427577210606,5,Bayesian,0.025752451081484027,5
Angola,goal3,Bayesian,0.6952656206830471,20,Ridge,0.01676152808976593,20
Angola,goal4,Ridge,1.863192692475077,5,Ridge,0.019374091810485897,5
Angola,goal5,Bayesian,13.433072140986416,5,Ridge,0.04704306175698037,5
Angola,goal6,Ridge,0.40673486218321514,10,Ridge,0.009681504244235877,10
Angola,goal7,Ridge,2.838075431685567,10,Linear,0.034182968144497554,10
Angola,goal8,Ridge,0.7818877772944746,5,Ridge,0.011558118847800473,5
Angola,goal9,Linear,1.4056538170824062,15,Linear,0.05234287347167566,15
Argentina,goal1,Ridge,4.21162244454126,5,Ridge,0.01249408462948562,5
Argentina,goal10,Bayesian,20.045324078839723,5,Ridge,0.09387631231363928,5
Argentina,goal11,Ridge,0.28711613745106024,5,Ridge,0.004929659909184475,5
Argentina,goal12,Ridge,0.19694542750515504,15,Bayesian,0.003860682896820268,10
Argentina,goal13,Ridge,0.9437146585471482,5,Ridge,0.008401825863053764,5
Argentina,goal14,Ridge,0.4950748848510791,20,Ridge,0.009792682026288715,20
Argentina,goal15,Bayesian,0.21201572259132045,20,Bayesian,0.006322677818062911,15
Argentina,goal16,Ridge,3.6041409308394883,5,Bayesian,0.025074684589121085,5
Argentina,goal17,Bayesian,2.37732128430619,5,Bayesian,0.019537893379859686,5
Argentina,goal2,Linear,0.6109903047091522,20,Linear,0.010578090409198146,20
Argentina,goal3,Bayesian,0.865942246077731,5,Linear,0.008667426621356122,10
Argentina,goal4,Ridge,1.016320139190986,5,Ridge,0.006517128510920737,5
Argentina,goal5,Bayesian,1.082612887990621,5,Bayesian,0.010045999825480753,5
Argentina,goal6,Bayesian,0.08300029238572754,20,Bayesian,0.0028871094920415482,15
Argentina,goal7,Ridge,0.36568943018703076,5,Ridge,0.00679256076379927,5
Argentina,goal8,Linear,3.495641219450702,15,Ridge,0.018154256257672464,5
Argentina,goal9,Bayesian,2.0053589775295726,5,Bayesian,0.026540063749239836,5
Armenia,goal1,Ridge,7.910047846890268,5,Bayesian,0.020911790150361348,5
Armenia,goal10,Linear,48.23455678670392,20,Linear,0.06215515350877218,20
Armenia,goal11,Bayesian,0.5979604787817334,20,Bayesian,0.008580449727453697,20
Armenia,goal12,Bayesian,0.06327228668470974,20,Bayesian,0.0024538800263074604,20
Armenia,goal13,Bayesian,0.5464234172583781,10,Ridge,0.006223806340405422,10
Armenia,goal15,Ridge,0.6241496302740758,5,Ridge,0.009134413112272848,5
Armenia,goal16,Linear,0.8469841269841493,10,Linear,0.009608740029277795,10
Armenia,goal17,Linear,0.5904916897507682,20,Bayesian,0.009061393169302441,20
Armenia,goal2,Bayesian,2.5865485550027203,10,Bayesian,0.022458477081031658,10
Armenia,goal3,Ridge,0.16927709804395413,20,Ridge,0.004174355328429505,20
Armenia,goal4,Bayesian,4.989668764999135,5,Ridge,0.01979504116582423,5
Armenia,goal5,Ridge,3.8498651587647026,5,Ridge,0.02423796638727392,5
Armenia,goal6,Bayesian,1.225577487646188,20,Bayesian,0.013902758193153383,20
Armenia,goal7,Bayesian,1.4980710630298042,10,Bayesian,0.012918109481868395,10
Armenia,goal8,Ridge,2.1055589386690117,5,Ridge,0.0125839758966523,5
Armenia,goal9,Linear,1.8931024930749296,20,Linear,0.021121961087204846,20
Australia,goal1,Ridge,0.07403218790778872,5,Ridge,0.0011889227200232353,5
Australia,goal10,Bayesian,1.0461397458301651,10,Bayesian,0.009740846895825302,10
Australia,goal11,Bayesian,0.010018601184924189,20,Linear,0.00107526881720424,20
Australia,goal12,Bayesian,3.2841544671311733,5,Linear,0.030659239613387464,10
Australia,goal13,Ridge,6.504410613309897,5,Ridge,0.10537916466256654,5
Australia,goal14,Bayesian,0.6411949785365145,15,Bayesian,0.010063118650142934,15
Australia,goal15,Linear,0.26095238095239404,10,Bayesian,0.00615179676303226,15
Australia,goal16,Linear,0.9819501133786781,15,Bayesian,0.006400689037154021,5
Australia,goal17,Ridge,0.4972548316540545,10,Ridge,0.008401371462150631,10
Australia,goal2,Bayesian,0.805203489964328,20,Bayesian,0.013749822014533179,20
Australia,goal3,Ridge,0.2551196172248799,5,Bayesian,0.00443099128412436,10
Australia,goal4,Bayesian,10.70961112860304,20,Ridge,0.03099998174037958,5
Australia,goal5,Bayesian,0.8114316610637481,5,Bayesian,0.008714692369009057,5
Australia,goal6,Bayesian,1.5911214868434025,10,Ridge,0.011380370755370812,20
Australia,goal7,Linear,0.24814310909548887,15,Bayesian,0.005264704170110944,5
Australia,goal8,Bayesian,0.6656307392156452,5,Bayesian,0.006614345367978695,5
Australia,goal9,Ridge,2.238712483688662,5,Ridge,0.012432956624984665,5
Austria,goal1,Ridge,0.004250796404511937,20,Ridge,0.0005846755846755456,20
Austria,goal10,Bayesian,1.427092821401076,20,Bayesian,0.007963472548705325,20
Austria,goal11,Linear,0.08734764542935894,20,Ridge,0.0025622271756293837,20
Austria,goal12,Ridge,0.7141049978742434,10,Ridge,0.015811235242259282,10
Austria,goal13,Bayesian,1.8720249152895572,10,Ridge,0.01680551042969688,10
Austria,goal15,Bayesian,0.8888620489734853,5,Bayesian,0.008280444945261192,5
Austria,goal16,Bayesian,1.0825887545401818,5,Bayesian,0.007301385683196544,5
Austria,goal17,Bayesian,0.5444495526731656,5,Bayesian,0.007560552432297698,5
Austria,goal2,Bayesian,0.010173863564762159,20,Bayesian,0.0010318372351660798,20
Austria,goal3,Bayesian,0.7236259264789806,10,Bayesian,0.007818474954967703,10
Austria,goal4,Ridge,0.5851498838365373,20,Bayesian,0.005769941996475571,5
Austria,goal5,Ridge,2.344793388429577,5,Linear,0.016142276725622927,10
Austria,goal6,Ridge,0.3094910830796226,5,Ridge,0.004538482112852944,5
Austria,goal7,Ridge,1.1123395296661167,10,Ridge,0.010338775109754091,10
Austria,goal8,Bayesian,0.24741557927375174,20,Bayesian,0.0053863008679870105,20
Austria,goal9,Ridge,2.5609743366680235,5,Ridge,0.014212773261307632,5
Azerbaijan,goal1,Bayesian,6.298857969766818,15,Bayesian,0.011563850031817782,10
Azerbaijan,goal10,Bayesian,4.196688317394277,15,Bayesian,0.008420115326012362,10
Azerbaijan,goal11,Ridge,0.5773292735972263,5,Ridge,0.008047829932679176,5
Azerbaijan,goal12,Ridge,0.4763312724422873,10,Ridge,0.00681814251111383,10
Azerbaijan,goal13,Ridge,0.7301609395389023,5,Ridge,0.008196985117715919,5
Azerbaijan,goal15,Ridge,0.14656807307526618,5,Ridge,0.0037437263693246197,5
Azerbaijan,goal16,Linear,1.0816204986148616,20,Ridge,0.012150134317779414,5
Azerbaijan,goal17,Ridge,4.923010004349718,5,Ridge,0.02437015622647713,5
Azerbaijan,goal2,Ridge,0.23676094168493633,20,Ridge,0.008163154079669707,20
Azerbaijan,goal3,Ridge,2.276781209221339,5,Ridge,0.019100723948930098,5
Azerbaijan,goal4,Ridge,7.583592866463454,5,Ridge,0.026880175527067906,5
Azerbaijan,goal5,Bayesian,0.9645887509433447,15,Bayesian,0.015300613438113255,15
Azerbaijan,goal6,Ridge,2.129047411918252,5,Ridge,0.020148085839130497,5
Azerbaijan,goal7,Ridge,0.39561548499345384,5,Ridge,0.006929321517192726,5
Azerbaijan,goal8,Ridge,0.6530317529360775,5,Bayesian,0.009171999073729497,5
Azerbaijan,goal9,Ridge,5.2832535885163185,5,Bayesian,0.05439310181913663,20
"Bahamas, The",goal11,Bayesian,0.0005801854564110774,15,Bayesian,7.986659185119396e-05,10
"Bahamas, The",goal12,Ridge,2.146985645932942,5,Bayesian,0.019655082666071785,5
"Bahamas, The",goal13,Ridge,5.094550539639201,10,Ridge,0.016017628089430327,10
"Bahamas, The",goal14,Bayesian,1.3276196404196539,10,Bayesian,0.015677430855898025,10
"Bahamas, The",goal15,Linear,0.7712326869805857,20,Bayesian,0.01798664458597113,5
"Bahamas, The",goal16,Bayesian,5.5953051157121445,5,Bayesian,0.03266368958088379,5
"Bahamas, The",goal17,Ridge,1.134127881687604,5,Ridge,0.018177730827071206,5
"Bahamas, The",goal2,Ridge,3.227211831231059,5,Bayesian,0.023441133892903587,5
"Bahamas, The",goal3,Ridge,1.2515354501957219,5,Ridge,0.01063846129081428,5
"Bahamas, The",goal4,Linear,10.426122448979832,15,Linear,0.06164217544123074,15
"Bahamas, The",goal5,Bayesian,1.4420746250877732,10,Ridge,0.013439908599806413,5
"Bahamas, The",goal6,Bayesian,0.5177156741565302,20,Bayesian,0.009760931460479542,20
"Bahamas, The",goal7,Bayesian,0.24222696763397603,5,Ridge,0.00505521165269115,5
"Bahamas, The",goal8,Bayesian,2.1419045163017674,20,Bayesian,0.02028044648027487,20
"Bahamas, The",goal9,Ridge,4.00093953893009,5,Ridge,0.035041701869997284,5
Bahrain,goal11,Bayesian,3.653522892842375,15,Bayesian,0.030304113961548973,10
Bahrain,goal12,Linear,7.520423280423283,15,Linear,0.03497354823657308,15
Bahrain,goal13,Linear,19.471111111111167,10,Bayesian,0.13198888494484418,10
Bahrain,goal14,Bayesian,0.058980750736785,20,Bayesian,0.0037483637106212097,20
Bahrain,goal15,Ridge,0.7075424097433962,5,Ridge,0.01635969813255162,5
Bahrain,goal16,Bayesian,0.3299580112290843,20,Ridge,0.006395540723899164,20
Bahrain,goal17,Ridge,2.8049238799475718,5,Ridge,0.025302640253267755,5
Bahrain,goal2,Bayesian,0.46983455216290676,10,Bayesian,0.00865840844250218,10
Bahrain,goal3,Ridge,2.0484210526315816,5,Ridge,0.013794230114804726,5
Bahrain,goal4,Ridge,6.773327533710325,5,Ridge,0.023617870885617464,5
Bahrain,goal5,Bayesian,1.3487762498719589,20,Bayesian,0.020780535656327426,20
Bahrain,goal6,Bayesian,1.570175934587462,5,Ridge,0.00725648311442537,5
Bahrain,goal7,Bayesian,0.008707563181433465,15,Bayesian,0.0008891508966352333,10
Bahrain,goal8,Linear,0.5100831024930734,20,Linear,0.007422402159244339,20
Bahrain,goal9,Bayesian,10.516598087032337,20,Bayesian,0.04488384893183824,20
Bangladesh,goal1,Linear,2.70013157894696,20,Linear,0.01586473888487553,20
Bangladesh,goal10,Ridge,1.3145889517182041,5,Ridge,0.008020113414850552,5
Bangladesh,goal11,Bayesian,2.712837610413389,5,Linear,0.03590082683525003,5
Bangladesh,goal12,Linear,0.04900969529085988,20,Ridge,0.00216325196163921,20
Bangladesh,goal13,Bayesian,0.20393951475604316,5,Bayesian,0.003382890609877257,5
Bangladesh,goal14,Bayesian,0.46608455245133684,15,Bayesian,0.009472232359711709,15
Bangladesh,goal15,Ridge,0.6207568508046812,5,Ridge,0.011199068167932962,5
Bangladesh,goal16,Bayesian,0.8286863959461851,5,Bayesian,0.014502969108780423,5
Bangladesh,goal17,Bayesian,0.9993245665599716,5,Bayesian,0.016008602376416277,5
Bangladesh,goal2,Linear,4.531111111111186,10,Ridge,0.02367986409273196,10
Bangladesh,goal3,Bayesian,2.250835031556435,5,Bayesian,0.022267811766123354,5
Bangladesh,goal4,Ridge,4.648264462809696,5,Ridge,0.028564001063724632,5
Bangladesh,goal5,Bayesian,4.060895431055582,15,Bayesian,0.032029315354916786,15
Bangladesh,goal6,Ridge,0.10012150083155825,15,Ridge,0.00394939309962587,15
Bangladesh,goal7,Ridge,2.02754240974317,5,Ridge,0.027327518605107164,5
Bangladesh,goal8,Ridge,0.9990604610700499,5,Ridge,0.009695775373411127,5
Bangladesh,goal9,Linear,2.926315789473791,5,Ridge,0.02956192084994409,5
Barbados,goal11,Bayesian,0.21115917307346513,20,Bayesian,0.0037934516232444276,20
Barbados,goal12,Ridge,0.12182688125271599,5,Ridge,0.0032944202611791874,5
Barbados,goal13,Ridge,1.8190517616354023,5,Ridge,0.011352763306125741,5
Barbados,goal14,Bayesian,1.245689067662254,5,Bayesian,0.014195786235248534,5
Barbados,goal15,Bayesian,1.6391009758919515,5,Bayesian,0.013529453244200728,5
Barbados,goal16,Bayesian,3.536116513467535,20,Bayesian,0.022528993815449407,5
Barbados,goal17,Bayesian,2.457814609534726,5,Bayesian,0.015986821835735975,10
Barbados,goal2,Bayesian,0.1555994747846247,20,Bayesian,0.007586637368598972,20
Barbados,goal3,Bayesian,1.3468459423140777,15,Bayesian,0.01096747378262463,15
Barbados,goal4,Bayesian,3.493952397008701,5,Bayesian,0.015049735437665938,5
Barbados,goal5,Linear,3.666565885613561,15,Linear,0.021974528536796288,20
Barbados,goal6,Bayesian,0.5639647097753,10,Bayesian,0.00942861639019611,10
Barbados,goal7,Ridge,0.9979121357111697,5,Bayesian,0.011509912806780938,5
Barbados,goal8,Bayesian,1.9482851217038093,20,Bayesian,0.019830766791809402,20
Barbados,goal9,Bayesian,6.038622298407663,15,Bayesian,0.03773867010058165,15
Belarus,goal1,Ridge,1.9734319269243006,5,Ridge,0.008519179415987036,5
Belarus,goal10,Bayesian,0.791995288157008,15,Bayesian,0.006914548294684993,15
Belarus,goal11,Ridge,0.29336233144845675,5,Ridge,0.004847619936600475,5
Belarus,goal12,Ridge,2.2573466724662707,5,Ridge,0.015010923232319322,5
Belarus,goal13,Bayesian,1.3488715175159112,10,Ridge,0.010458754225329391,10
Belarus,goal15,Bayesian,0.4738903658300202,20,Bayesian,0.006532370933403709,20
Belarus,goal16,Bayesian,1.8867074911516928,5,Ridge,0.014865276484028937,5
Belarus,goal17,Ridge,5.54722923009979,5,Ridge,0.025664444864152744,5
Belarus,goal2,Bayesian,2.4319606522785078,15,Bayesian,0.01884216261875922,5
Belarus,goal3,Bayesian,1.4083875038099396,5,Bayesian,0.011687775678292368,5
Belarus,goal4,Bayesian,0.7245828107478303,5,Bayesian,0.007329030310735785,5
Belarus,goal5,Bayesian,3.7128632727489057,20,Bayesian,0.022649430509710754,15
Belarus,goal6,Linear,0.09826869806094035,20,Linear,0.0029306220095693643,20
Belarus,goal7,Bayesian,0.13620097719594906,20,Bayesian,0.00442549187346671,20
Belarus,goal8,Bayesian,0.014652052871297555,20,Bayesian,0.0016279180557306147,20
Belarus,goal9,Linear,5.862726127488255,15,Linear,0.033719915352880866,15
Belgium,goal1,Bayesian,0.12544911021358937,20,Bayesian,0.003226707183955479,20
Belgium,goal10,Bayesian,0.45836993373293566,10,Bayesian,0.004606214309284262,10
Belgium,goal11,Bayesian,0.24754453166239207,5,Bayesian,0.004341471929231311,5
Belgium,goal12,Bayesian,0.6067019737859454,20,Ridge,0.016652917217523378,10
Belgium,goal13,Bayesian,3.6947958677728905,10,Ridge,0.02696231568092101,5
Belgium,goal14,Ridge,13.078764680295446,5,Ridge,0.053015745079544145,5
Belgium,goal15,Ridge,1.8956937799043132,5,Ridge,0.012389399197115162,5
Belgium,goal16,Ridge,3.776789908655881,5,Ridge,0.014265598794478328,5
Belgium,goal17,Linear,0.7203174603174987,10,Ridge,0.010838542711918423,10
Belgium,goal2,Linear,0.001516620498614985,20,Linear,0.00037851478010097724,20
Belgium,goal3,Ridge,0.2574162679425909,5,Ridge,0.004472181486705886,5
Belgium,goal4,Linear,0.1253947368421078,20,Linear,0.0030564692982456565,20
Belgium,goal5,Bayesian,1.2251963648991724,10,Bayesian,0.011945277255829443,10
Belgium,goal6,Ridge,1.756903001304997,5,Bayesian,0.014693493476159213,5
Belgium,goal7,Bayesian,0.19520433333023626,15,Bayesian,0.004920780636878393,15
Belgium,goal8,Ridge,0.3430709003914821,5,Ridge,0.005816635063803849,5
Belgium,goal9,Ridge,1.6219747716399646,5,Linear,0.011847268351199052,5
Belize,goal1,Bayesian,7.7199879192348115,5,Bayesian,0.03553883078315275,5
Belize,goal11,Bayesian,1.0409321034386194,10,Bayesian,0.008593065434445048,10
Belize,goal12,Bayesian,0.23029528174129577,20,Bayesian,0.0051689672720226735,20
Belize,goal13,Ridge,0.7707698999565289,5,Ridge,0.007689951607390988,5
Belize,goal14,Bayesian,1.4930290152443682,20,Bayesian,0.016825999512064593,20
Belize,goal15,Linear,0.29894736842103065,5,Ridge,0.00446227456753745,5
Belize,goal16,Bayesian,8.034466134551286,5,Bayesian,0.03882844488592305,5
Belize,goal17,Ridge,1.6097607655502588,5,Ridge,0.016715905066459508,5
Belize,goal2,Bayesian,3.129698145983701,20,Bayesian,0.025539938668463633,10
Belize,goal3,Ridge,2.7190430622011337,5,Ridge,0.017535714867541238,5
Belize,goal4,Ridge_Auto,35.747267637456396,5,Ridge,0.05629583643469158,5
Belize,goal5,Linear,2.3996825396825954,10,Linear,0.02248447370725055,10
Belize,goal6,Ridge,0.6947020443670449,5,Ridge,0.007462632011663507,5
Belize,goal7,Bayesian,20.59192247346621,10,Bayesian,0.04467182046451643,10
Belize,goal8,Ridge,4.5777120487168474,5,Ridge,0.01930103462490723,5
Belize,goal9,Ridge,5.350813397129205,5,Ridge,0.04744889204365035,5
Benin,goal1,Ridge,18.67598086124428,5,Ridge,0.07194474345431505,5
Benin,goal10,Ridge,177.49317094389207,5,Ridge,0.17468314722844241,5
Benin,goal11,Linear,1.3661218836564966,20,Ridge,0.02664270051646086,10
Benin,goal12,Bayesian,0.017598599889269397,20,Bayesian,0.0013007207273397026,20
Benin,goal13,Bayesian,0.012823892868533259,10,Bayesian,0.0007068069490610615,10
Benin,goal14,Bayesian,0.011409270426436302,20,Bayesian,0.0017776112621461948,20
Benin,goal15,Linear,0.05473684210526292,5,Linear,0.0009569377990430532,5
Benin,goal16,Ridge,1.1385471944323842,5,Ridge,0.01276281156868748,5
Benin,goal17,Ridge,1.5557198782079944,5,Ridge,0.01818663058453284,5
Benin,goal2,Bayesian,0.2833879419365109,10,Bayesian,0.00744160385123118,10
Benin,goal3,Bayesian,0.16192369646401003,20,Bayesian,0.007264814537444014,20
Benin,goal4,Ridge,19.216088165841217,10,Ridge,0.07626892353565615,10
Benin,goal5,Bayesian,5.699992047136455,5,Ridge,0.045456895591905945,5
Benin,goal6,Linear,0.21403739612187603,20,Bayesian,0.007616753648307034,20
Benin,goal7,Linear,0.06680747922438046,20,Linear,0.018092105263158704,20
Benin,goal8,Bayesian,0.6713816444243192,5,Ridge,0.007417849915719922,5
Benin,goal9,Linear,4.247894736842085,5,Ridge,0.056669504765133716,5
Bhutan,goal1,Bayesian,32.1924750629003,10,Bayesian,0.048302669451186275,10
Bhutan,goal10,Ridge,71.17966072205138,5,Ridge,0.06776421834942539,5
Bhutan,goal11,Bayesian,2.1998992230381105,5,Bayesian,0.012087463346113497,5
Bhutan,goal12,Ridge,2.732057416267957,5,Bayesian,0.015773877521513897,10
Bhutan,goal13,Ridge,2.05125706829059,5,Bayesian,0.013024162187047238,5
Bhutan,goal15,Bayesian,0.6093602019956456,10,Ridge,0.009932864190509467,10
Bhutan,goal16,Bayesian,6.565141828766426,5,Ridge,0.015515710012447623,5
Bhutan,goal17,Linear,2.4739682539682417,10,Linear,0.022525831128903103,10
Bhutan,goal2,Ridge,1.5823439861082147,10,Ridge,0.016440387826997752,10
Bhutan,goal3,Ridge,1.5259546262479344,10,Ridge,0.013355581020086379,10
Bhutan,goal4,Bayesian,7.692076800044161,5,Bayesian,0.041412408187680966,5
Bhutan,goal5,Ridge,6.526750761200886,5,Linear,0.03876749202611063,10
Bhutan,goal6,Ridge,1.9811396259243121,5,Ridge,0.01596513715790556,5
Bhutan,goal7,Ridge,1.0369551979124518,5,Ridge,0.011954558208774687,5
Bhutan,goal8,Bayesian,0.5963715589496273,5,Bayesian,0.008345830882872577,5
Bhutan,goal9,Ridge_Auto,4.031874793274059,5,Linear,0.04749298346323009,5
Bolivia,goal1,Bayesian,12.642896500188064,10,Bayesian,0.03577009697591479,10
Bolivia,goal10,Ridge,28.46453240539228,5,Linear,0.10781954887217617,20
Bolivia,goal11,Bayesian,1.1470490869092207,10,Bayesian,0.015464769296553377,10
Bolivia,goal12,Bayesian,0.23313161266621382,10,Ridge,0.005170200144545623,5
Bolivia,goal13,Bayesian,0.23068707954196016,20,Bayesian,0.00476126196539692,20
Bolivia,goal15,Bayesian,3.402793973563569,5,Bayesian,0.013736335518533397,5
Bolivia,goal16,Bayesian,1.396356995442414,5,Bayesian,0.01785815557724629,5
Bolivia,goal17,Ridge,1.6642540234884249,5,Ridge,0.015078230518061777,5
Bolivia,goal2,Ridge,1.7425663331884025,5,Ridge,0.018387500745869378,5
Bolivia,goal3,Ridge,3.9888821226618907,5,Ridge,0.02728140049284251,5
Bolivia,goal4,Ridge,3.4644280121793205,5,Ridge,0.018484766953825414,5
Bolivia,goal5,Ridge,12.743697259678644,5,Ridge,0.039454103606942355,5
Bolivia,goal6,Linear,0.10541698160745774,15,Linear,0.004361000549222377,15
Bolivia,goal7,Ridge,2.2604958677684754,5,Ridge,0.01898358955068033,5
Bolivia,goal8,Linear,1.6060317460317586,10,Ridge,0.012799510815776287,5
Bolivia,goal9,Ridge,2.9010526315791143,5,Linear,0.04637073708565289,5
Bosnia and Herzegovina,goal1,Ridge,0.033614615050028704,5,Ridge,0.0007846889952153751,5
Bosnia and Herzegovina,goal10,Bayesian,1.253584770142318,20,Bayesian,0.010476627244494264,20
Bosnia and Herzegovina,goal11,Bayesian,0.4174603076309172,15,Bayesian,0.006853485874253338,15
Bosnia and Herzegovina,goal12,Ridge,0.088836932371539,20,Linear,0.003486741969078403,20
Bosnia and Herzegovina,goal13,Bayesian,0.7971320450526813,10,Bayesian,0.008060073934747862,10
Bosnia and Herzegovina,goal14,Ridge,13.399826011308793,5,Ridge,0.028327575695995814,5
Bosnia and Herzegovina,goal15,Bayesian,10.606236607954648,10,Ridge,0.024631756379230707,5
Bosnia and Herzegovina,goal16,Ridge,2.0377555458895715,5,Ridge,0.012823101758863179,5
Bosnia and Herzegovina,goal17,Bayesian,1.181174705647123,5,Ridge,0.010977523879756904,5
Bosnia and Herzegovina,goal2,Linear,5.114993074792227,20,Ridge,0.028506612047681023,5
Bosnia and Herzegovina,goal3,Bayesian,1.27437558898059,10,Ridge,0.012475302690195875,10
Bosnia and Herzegovina,goal4,Linear,1.3612534626038626,20,Linear,0.0165075700067476,20
Bosnia and Herzegovina,goal5,Ridge,3.022644552921226,15,Ridge,0.0335612109025301,15
Bosnia and Herzegovina,goal6,Linear,0.020069252077561776,20,Linear,0.0014889196675900512,20
Bosnia and Herzegovina,goal7,Ridge,9.858599391039581,5,Ridge,0.0397020457229805,5
Bosnia and Herzegovina,goal8,Ridge,1.543697259678267,5,Ridge,0.015267708159088867,5
Bosnia and Herzegovina,goal9,Bayesian,0.10058100885656474,20,Bayesian,0.005374061699029627,20
Botswana,goal1,Ridge,10.678277511961692,5,Ridge,0.047955021213245505,5
Botswana,goal10,Bayesian,3.483791406690524,20,Bayesian,0.11315838547299759,20
Botswana,goal11,Bayesian,0.39787472846275274,15,Bayesian,0.007207771683096212,15
Botswana,goal12,Linear,0.2986218836565103,20,Linear,0.0050036435131716565,20
Botswana,goal13,Bayesian,0.42013378073347357,20,Bayesian,0.0060923608652029984,20
Botswana,goal15,Bayesian,0.43575037874595984,5,Bayesian,0.0038753303656270236,5
